1.000000000000000000e+00,3.243814945220947266e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.263499140739440918e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.414691634476184845e-02,3.000000000000000000e+00,2.000000000000000000e+00,1.046986699104309082e+00,2.000000000000000000e+00,2.414646625518798828e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.027078866958618164e+00,1.000000000000000000e+00,-4.282895624637603760e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,8.047933690249919891e-03,1.000000000000000000e+00,2.000000000000000000e+00,-3.375215232372283936e-01,2.000000000000000000e+00,2.000000000000000000e+00,-8.701833486557006836e-01,1.000000000000000000e+00,2.000000000000000000e+00,-1.672459244728088379e+00,0.000000000000000000e+00,-2.239269465208053589e-01,1.000000000000000000e+00,2.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,-1.236477851867675781e+00,3.000000000000000000e+00,9.000000000000000000e+00,-7.213836908340454102e-01,1.000000000000000000e+00,0.000000000000000000e+00,-8.701833486557006836e-01,3.000000000000000000e+00,2.000000000000000000e+00,1.046986699104309082e+00,1.000000000000000000e+00,1.271264791488647461e+00,1.000000000000000000e+00,2.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,8.047933690249919891e-03,4.000000000000000000e+00,4.000000000000000000e+00,6.138044595718383789e-01,4.000000000000000000e+00,0.000000000000000000e+00,-1.764513611793518066e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.046986699104309082e+00,1.000000000000000000e+00,-5.757367610931396484e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.027078866958618164e+00,1.000000000000000000e+00,-4.282895624637603760e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,-7.386675477027893066e-01,3.000000000000000000e+00,6.000000000000000000e+00,-8.454388976097106934e-01,4.000000000000000000e+00,0.000000000000000000e+00,9.184771776199340820e-01,0.000000000000000000e+00,2.000000000000000000e+00,-7.659772634506225586e-01,0.000000000000000000e+00,-1.279356360435485840e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.569530904293060303e-01,3.000000000000000000e+00,4.000000000000000000e+00,-6.483683586120605469e-01,2.000000000000000000e+00,1.000000000000000000e+00,9.184771776199340820e-01,0.000000000000000000e+00,2.000000000000000000e+00,1.046986699104309082e+00,0.000000000000000000e+00,-1.103451490402221680e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.027078866958618164e+00,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,-1.236477851867675781e+00,3.000000000000000000e+00,3.000000000000000000e+00,-1.039433553814888000e-01,1.000000000000000000e+00,0.000000000000000000e+00,-1.764513611793518066e+00,3.000000000000000000e+00,2.000000000000000000e+00,-7.659772634506225586e-01,0.000000000000000000e+00,-3.118793964385986328e-01,1.000000000000000000e+00,1.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.569530904293060303e-01,3.000000000000000000e+00,3.000000000000000000e+00,-3.233438134193420410e-01,0.000000000000000000e+00,4.000000000000000000e+00,-1.764513611793518066e+00,1.000000000000000000e+00,2.000000000000000000e+00,-1.672459244728088379e+00,1.000000000000000000e+00,-2.239269465208053589e-01,1.000000000000000000e+00,1.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.569530904293060303e-01,3.000000000000000000e+00,3.000000000000000000e+00,-9.756337106227874756e-02,4.000000000000000000e+00,0.000000000000000000e+00,-8.701833486557006836e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.046986699104309082e+00,0.000000000000000000e+00,-1.367308855056762695e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,-2.408572286367416382e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.803202331066131592e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.414691634476184845e-02,1.000000000000000000e+00,2.000000000000000000e+00,-7.659772634506225586e-01,0.000000000000000000e+00,-4.802203923463821411e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.027078866958618164e+00,0.000000000000000000e+00,-4.282895624637603760e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,5.058582425117492676e-01,3.000000000000000000e+00,7.000000000000000000e+00,6.800853610038757324e-01,4.000000000000000000e+00,3.000000000000000000e+00,9.184771776199340820e-01,3.000000000000000000e+00,2.000000000000000000e+00,1.046986699104309082e+00,1.000000000000000000e+00,1.095359802246093750e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.491088867187500000e+00,1.000000000000000000e+00,2.334868907928466797e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.252573728561401367e+00,3.000000000000000000e+00,6.000000000000000000e+00,5.400802493095397949e-01,2.000000000000000000e+00,2.000000000000000000e+00,9.184771776199340820e-01,0.000000000000000000e+00,2.000000000000000000e+00,-1.672459244728088379e+00,2.000000000000000000e+00,-4.877842962741851807e-01,1.000000000000000000e+00,1.000000000000000000e+00,-7.049260139465332031e-01,0.000000000000000000e+00,-4.282895624637603760e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-7.386675477027893066e-01,0.000000000000000000e+00,4.000000000000000000e+00,-9.124286770820617676e-01,2.000000000000000000e+00,2.000000000000000000e+00,9.184771776199340820e-01,3.000000000000000000e+00,2.000000000000000000e+00,-7.659772634506225586e-01,0.000000000000000000e+00,9.194549322128295898e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.027078866958618164e+00,1.000000000000000000e+00,-4.282895624637603760e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,-2.408572286367416382e-01,4.000000000000000000e+00,0.000000000000000000e+00,3.167809247970581055e-01,2.000000000000000000e+00,0.000000000000000000e+00,-8.701833486557006836e-01,3.000000000000000000e+00,2.000000000000000000e+00,-7.659772634506225586e-01,0.000000000000000000e+00,3.993041440844535828e-02,2.000000000000000000e+00,1.000000000000000000e+00,1.027078866958618164e+00,1.000000000000000000e+00,2.334868907928466797e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-5.727307796478271484e-01,3.000000000000000000e+00,4.000000000000000000e+00,2.487277984619140625e-01,2.000000000000000000e+00,4.000000000000000000e+00,-1.764513611793518066e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.046986699104309082e+00,2.000000000000000000e+00,-1.191403985023498535e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,-2.408572286367416382e-01,1.000000000000000000e+00,2.000000000000000000e+00,-4.987932741641998291e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.184771776199340820e-01,0.000000000000000000e+00,2.000000000000000000e+00,-7.659772634506225586e-01,3.000000000000000000e+00,-4.877842962741851807e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.027078866958618164e+00,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,-1.236477851867675781e+00,1.000000000000000000e+00,2.000000000000000000e+00,-7.883735299110412598e-01,2.000000000000000000e+00,0.000000000000000000e+00,-8.701833486557006836e-01,0.000000000000000000e+00,2.000000000000000000e+00,1.046986699104309082e+00,1.000000000000000000e+00,1.271264791488647461e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.049260139465332031e-01,3.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,-2.408572286367416382e-01,3.000000000000000000e+00,6.000000000000000000e+00,-1.006001710891723633e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.414691634476184845e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.046986699104309082e+00,3.000000000000000000e+00,-1.191403985023498535e+00,1.000000000000000000e+00,2.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.252573728561401367e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.558636426925659180e-01,4.000000000000000000e+00,0.000000000000000000e+00,-8.701833486557006836e-01,2.000000000000000000e+00,2.000000000000000000e+00,-7.659772634506225586e-01,0.000000000000000000e+00,-7.516416907310485840e-01,1.000000000000000000e+00,1.000000000000000000e+00,-7.049260139465332031e-01,1.000000000000000000e+00,-4.282895624637603760e-01,0.000000000000000000e+00,1.000000000000000000e+00
